"Year";"Canton (-) / District (>>) / Commune (......)";"Sex";"Citizenship (category)";Deaths
"2017";"......6602 Anières";"Female";"Foreign country";0
"2017";"......6603 Avully";"Male";"Switzerland";2
"2017";"......6603 Avully";"Male";"Foreign country";0
"2017";"......6603 Avully";"Female";"Switzerland";1
"2017";"......6603 Avully";"Female";"Foreign country";0
"2017";"......6604 Avusy";"Male";"Switzerland";5
"2017";"......6604 Avusy";"Male";"Foreign country";0
"2017";"......6604 Avusy";"Female";"Switzerland";0
"2017";"......6604 Avusy";"Female";"Foreign country";1
"2017";"......6605 Bardonnex";"Male";"Switzerland";7
"2017";"......6605 Bardonnex";"Male";"Foreign country";1
"2017";"......6605 Bardonnex";"Female";"Switzerland";4
"2017";"......6605 Bardonnex";"Female";"Foreign country";1
"2017";"......6606 Bellevue";"Male";"Switzerland";2
"2017";"......6606 Bellevue";"Male";"Foreign country";2
"2017";"......6606 Bellevue";"Female";"Switzerland";7
"2017";"......6606 Bellevue";"Female";"Foreign country";1
"2017";"......6607 Bernex";"Male";"Switzerland";37
"2017";"......6607 Bernex";"Male";"Foreign country";6
"2017";"......6607 Bernex";"Female";"Switzerland";19
"2017";"......6607 Bernex";"Female";"Foreign country";4
"2017";"......6608 Carouge (GE)";"Male";"Switzerland";41
"2017";"......6608 Carouge (GE)";"Male";"Foreign country";17
"2017";"......6608 Carouge (GE)";"Female";"Switzerland";63
"2017";"......6608 Carouge (GE)";"Female";"Foreign country";14
"2017";"......6609 Cartigny";"Male";"Switzerland";1
"2017";"......6609 Cartigny";"Male";"Foreign country";0
"2017";"......6609 Cartigny";"Female";"Switzerland";0
"2017";"......6609 Cartigny";"Female";"Foreign country";0
"2017";"......6610 Céligny";"Male";"Switzerland";1
"2017";"......6610 Céligny";"Male";"Foreign country";0
"2017";"......6610 Céligny";"Female";"Switzerland";1
"2017";"......6610 Céligny";"Female";"Foreign country";0
"2017";"......6611 Chancy";"Male";"Switzerland";0
"2017";"......6611 Chancy";"Male";"Foreign country";1
"2017";"......6611 Chancy";"Female";"Switzerland";1
"2017";"......6611 Chancy";"Female";"Foreign country";0
"2017";"......6612 Chêne-Bougeries";"Male";"Switzerland";39
"2017";"......6612 Chêne-Bougeries";"Male";"Foreign country";14
"2017";"......6612 Chêne-Bougeries";"Female";"Switzerland";92
"2017";"......6612 Chêne-Bougeries";"Female";"Foreign country";22
"2017";"......6613 Chêne-Bourg";"Male";"Switzerland";16
"2017";"......6613 Chêne-Bourg";"Male";"Foreign country";6
"2017";"......6613 Chêne-Bourg";"Female";"Switzerland";20
"2017";"......6613 Chêne-Bourg";"Female";"Foreign country";5
"2017";"......6614 Choulex";"Male";"Switzerland";2
"2017";"......6614 Choulex";"Male";"Foreign country";0
"2017";"......6614 Choulex";"Female";"Switzerland";1
"2017";"......6614 Choulex";"Female";"Foreign country";1
"2017";"......6615 Collex-Bossy";"Male";"Switzerland";2
"2017";"......6615 Collex-Bossy";"Male";"Foreign country";0
"2017";"......6615 Collex-Bossy";"Female";"Switzerland";2
"2017";"......6615 Collex-Bossy";"Female";"Foreign country";0
"2017";"......6616 Collonge-Bellerive";"Male";"Switzerland";13
"2017";"......6616 Collonge-Bellerive";"Male";"Foreign country";2
"2017";"......6616 Collonge-Bellerive";"Female";"Switzerland";23
"2017";"......6616 Collonge-Bellerive";"Female";"Foreign country";6
"2017";"......6617 Cologny";"Male";"Switzerland";19
"2017";"......6617 Cologny";"Male";"Foreign country";5
"2017";"......6617 Cologny";"Female";"Switzerland";19
"2017";"......6617 Cologny";"Female";"Foreign country";5
"2017";"......6618 Confignon";"Male";"Switzerland";10
"2017";"......6618 Confignon";"Male";"Foreign country";4
"2017";"......6618 Confignon";"Female";"Switzerland";13
"2017";"......6618 Confignon";"Female";"Foreign country";2
"2017";"......6619 Corsier (GE)";"Male";"Switzerland";3
"2017";"......6619 Corsier (GE)";"Male";"Foreign country";1
"2017";"......6619 Corsier (GE)";"Female";"Switzerland";1
"2017";"......6619 Corsier (GE)";"Female";"Foreign country";0
"2017";"......6620 Dardagny";"Male";"Switzerland";9
"2017";"......6620 Dardagny";"Male";"Foreign country";3
"2017";"......6620 Dardagny";"Female";"Switzerland";10
"2017";"......6620 Dardagny";"Female";"Foreign country";2
"2017";"......6621 Genève";"Male";"Switzerland";448
"2017";"......6621 Genève";"Male";"Foreign country";178
"2017";"......6621 Genève";"Female";"Switzerland";611
"2017";"......6621 Genève";"Female";"Foreign country";160
"2017";"......6622 Genthod";"Male";"Switzerland";4
"2017";"......6622 Genthod";"Male";"Foreign country";1
"2017";"......6622 Genthod";"Female";"Switzerland";4
"2017";"......6622 Genthod";"Female";"Foreign country";2
"2017";"......6623 Le Grand-Saconnex";"Male";"Switzerland";26
"2017";"......6623 Le Grand-Saconnex";"Male";"Foreign country";7
"2017";"......6623 Le Grand-Saconnex";"Female";"Switzerland";31
"2017";"......6623 Le Grand-Saconnex";"Female";"Foreign country";14
"2017";"......6624 Gy";"Male";"Switzerland";1
"2017";"......6624 Gy";"Male";"Foreign country";0
"2017";"......6624 Gy";"Female";"Switzerland";1
"2017";"......6624 Gy";"Female";"Foreign country";0
"2017";"......6625 Hermance";"Male";"Switzerland";1
"2017";"......6625 Hermance";"Male";"Foreign country";0
"2017";"......6625 Hermance";"Female";"Switzerland";3
"2017";"......6625 Hermance";"Female";"Foreign country";0
"2017";"......6626 Jussy";"Male";"Switzerland";2
"2017";"......6626 Jussy";"Male";"Foreign country";1
"2017";"......6626 Jussy";"Female";"Switzerland";3
"2017";"......6626 Jussy";"Female";"Foreign country";0
"2017";"......6627 Laconnex";"Male";"Switzerland";2
"2017";"......6627 Laconnex";"Male";"Foreign country";0
"2017";"......6627 Laconnex";"Female";"Switzerland";2
"2017";"......6627 Laconnex";"Female";"Foreign country";1
"2017";"......6628 Lancy";"Male";"Switzerland";66
"2017";"......6628 Lancy";"Male";"Foreign country";16
"2017";"......6628 Lancy";"Female";"Switzerland";93
"2017";"......6628 Lancy";"Female";"Foreign country";24
"2017";"......6629 Meinier";"Male";"Switzerland";7
"2017";"......6629 Meinier";"Male";"Foreign country";2
"2017";"......6629 Meinier";"Female";"Switzerland";3
"2017";"......6629 Meinier";"Female";"Foreign country";1
"2017";"......6630 Meyrin";"Male";"Switzerland";49
"2017";"......6630 Meyrin";"Male";"Foreign country";21
"2017";"......6630 Meyrin";"Female";"Switzerland";62
"2017";"......6630 Meyrin";"Female";"Foreign country";11
"2017";"......6631 Onex";"Male";"Switzerland";66
"2017";"......6631 Onex";"Male";"Foreign country";17
"2017";"......6631 Onex";"Female";"Switzerland";73
"2017";"......6631 Onex";"Female";"Foreign country";19
"2017";"......6632 Perly-Certoux";"Male";"Switzerland";4
"2017";"......6632 Perly-Certoux";"Male";"Foreign country";2
"2017";"......6632 Perly-Certoux";"Female";"Switzerland";3
"2017";"......6632 Perly-Certoux";"Female";"Foreign country";0
"2017";"......6633 Plan-les-Ouates";"Male";"Switzerland";14
"2017";"......6633 Plan-les-Ouates";"Male";"Foreign country";3
"2017";"......6633 Plan-les-Ouates";"Female";"Switzerland";25
"2017";"......6633 Plan-les-Ouates";"Female";"Foreign country";0
"2017";"......6634 Pregny-Chambésy";"Male";"Switzerland";11
"2017";"......6634 Pregny-Chambésy";"Male";"Foreign country";0
"2017";"......6634 Pregny-Chambésy";"Female";"Switzerland";18
"2017";"......6634 Pregny-Chambésy";"Female";"Foreign country";4
"2017";"......6635 Presinge";"Male";"Switzerland";1
"2017";"......6635 Presinge";"Male";"Foreign country";3
"2017";"......6635 Presinge";"Female";"Switzerland";4
"2017";"......6635 Presinge";"Female";"Foreign country";1
"2017";"......6636 Puplinge";"Male";"Switzerland";6
"2017";"......6636 Puplinge";"Male";"Foreign country";0
"2017";"......6636 Puplinge";"Female";"Switzerland";3
"2017";"......6636 Puplinge";"Female";"Foreign country";1
"2017";"......6637 Russin";"Male";"Switzerland";3
"2017";"......6637 Russin";"Male";"Foreign country";0
"2017";"......6637 Russin";"Female";"Switzerland";0
"2017";"......6637 Russin";"Female";"Foreign country";0
"2017";"......6638 Satigny";"Male";"Switzerland";13
"2017";"......6638 Satigny";"Male";"Foreign country";2
"2017";"......6638 Satigny";"Female";"Switzerland";10
"2017";"......6638 Satigny";"Female";"Foreign country";2
"2017";"......6639 Soral";"Male";"Switzerland";14
"2017";"......6639 Soral";"Male";"Foreign country";1
"2017";"......6639 Soral";"Female";"Switzerland";14
"2017";"......6639 Soral";"Female";"Foreign country";2
"2017";"......6640 Thônex";"Male";"Switzerland";39
"2017";"......6640 Thônex";"Male";"Foreign country";10
"2017";"......6640 Thônex";"Female";"Switzerland";28
"2017";"......6640 Thônex";"Female";"Foreign country";13
"2017";"......6641 Troinex";"Male";"Switzerland";7
"2017";"......6641 Troinex";"Male";"Foreign country";0
"2017";"......6641 Troinex";"Female";"Switzerland";4
"2017";"......6641 Troinex";"Female";"Foreign country";0
"2017";"......6642 Vandoeuvres";"Male";"Switzerland";7
"2017";"......6642 Vandoeuvres";"Male";"Foreign country";0
"2017";"......6642 Vandoeuvres";"Female";"Switzerland";10
"2017";"......6642 Vandoeuvres";"Female";"Foreign country";0
"2017";"......6643 Vernier";"Male";"Switzerland";64
"2017";"......6643 Vernier";"Male";"Foreign country";23
"2017";"......6643 Vernier";"Female";"Switzerland";58
"2017";"......6643 Vernier";"Female";"Foreign country";14
"2017";"......6644 Versoix";"Male";"Switzerland";26
"2017";"......6644 Versoix";"Male";"Foreign country";16
"2017";"......6644 Versoix";"Female";"Switzerland";48
"2017";"......6644 Versoix";"Female";"Foreign country";7
"2017";"......6645 Veyrier";"Male";"Switzerland";39
"2017";"......6645 Veyrier";"Male";"Foreign country";6
"2017";"......6645 Veyrier";"Female";"Switzerland";93
"2017";"......6645 Veyrier";"Female";"Foreign country";10
